Package,Overall,FinalRiskScore,Score,Id,Label,Degree,Pageranks,Eigencentrality,In_reach
htmldate,4.32,0.626770398,85,10243,htmldate-1.4.2,5,3.5e-05,0.0,24
janus,4.32,0.761251723,67,1583,janus-1.0.0,4,5.8e-05,0.00142,2
reportportal-client,4.32,0.605026289,79,3805,reportportal-client-3.2.3,3,5e-05,0.00046,29
botorch,4.32,0.582771366,87,7191,botorch-0.7.0,6,3.7e-05,0.00046,77
awsiotpythonsdk,4.32,0.671641247,68,5443,awsiotpythonsdk-1.5.2,1,4.1e-05,0.00046,1
aiostream,4.32,0.789863841,82,3495,aiostream-0.4.5,2,8e-05,0.00098,1
mwparserfromhell,4.32,0.749454352,79,11304,mwparserfromhell-0.6.4,1,4e-05,0.00046,1
django-graphql-jwt,4.32,0.625634757,80,7273,django-graphql-jwt-0.3.4,5,4.5e-05,0.00046,21
pywatchman,4.32,0.667936866,71,9764,pywatchman-1.4.1,1,5e-05,0.00046,1
emcee,4.32,0.589500111,74,822,emcee-3.1.4,8,6.5e-05,0.00329,2
python-liquid,4.32,0.673379394,76,7815,python-liquid-1.8.1,3,4.1e-05,0.00046,5
mplhep,4.32,0.747692588,84,6734,mplhep-0.3.26,7,4.5e-05,0.00094,31
asyncer,4.32,0.784077794,72,10231,asyncer-0.0.2,2,3.7e-05,0.00046,4
treq,4.32,0.668630647,71,5647,treq-22.2.0,8,4.6e-05,0.00094,45
nilearn,4.32,0.665017193,84,11856,nilearn-0.10.0,10,4.2e-05,0.00094,51
exceptiongroup,4.3,0.673229313,79,1014,exceptiongroup-1.1.1,9,0.00045,0.00844,1
gevent,4.3,0.671641247,94,930,gevent-22.10.2,43,0.000614,0.01814,5
bitarray,4.3,0.7221639,91,107,bitarray-2.7.3,9,0.000109,0.0043,1
levenshtein,4.3,0.739885675,81,988,levenshtein-0.20.9,3,0.000208,0.00117,2
hyperlink,4.3,0.759290388,73,1197,hyperlink-21.0.0,15,0.000121,0.00755,2
diskcache,4.3,0.75220722,85,1556,diskcache-5.6.1,2,4e-05,0.00094,1
waitress,4.3,0.663899421,87,632,waitress-2.0.0,1,4.5e-05,0.00046,1
python-rapidjson,4.3,0.718298947,85,731,python-rapidjson-1.10,3,6.1e-05,0.00139,1
pooch,4.3,0.880708662,83,2620,pooch-1.6.0,4,3.8e-05,0.00052,30
pymisp,4.3,0.565244127,85,4945,pymisp-2.4.170,6,4.5e-05,0.00046,48
pulp,4.3,0.735791713,83,3750,pulp-2.7.0,5,6.1e-05,0.00233,1
bottleneck,4.3,0.735679345,72,647,bottleneck-1.3.7,2,3.6e-05,0.00048,2
google-cloud-error-reporting,4.3,0.74219665,81,12266,google-cloud-error-reporting-1.9.1,4,3.5e-05,0.0,65
apsw,4.3,0.775514742,79,8395,apsw-3.40.0.0,1,3.7e-05,0.00046,1
mujoco,4.3,0.748819169,88,784,mujoco-2.2.2,5,4.5e-05,0.00046,5
django-money,4.3,0.710329758,82,12057,django-money-3.0.0,4,4e-05,0.00046,9
altair,4.27,0.690604046,100,1690,altair-4.2.2,14,6.5e-05,0.00336,38
pygithub,4.27,0.784472875,94,756,pygithub-1.58.1,23,0.000189,0.00875,34
pywavelets,4.27,0.681690973,87,378,pywavelets-1.4.1,13,0.000112,0.0046,7
django-cors-headers,4.27,0.723475437,91,6970,django-cors-headers-3.13.0,2,3.9e-05,0.00046,4
flit-core,4.27,0.603833893,89,5908,flit-core-3.8.0,1,4.1e-05,0.00046,1
whitenoise,4.27,0.65024614,88,633,whitenoise-5.2.0,1,4.5e-05,0.00046,1
sqlglot,4.27,0.6424497,88,7305,sqlglot-10.6.4,1,4.2e-05,0.00046,1
uritools,4.27,0.733027542,76,10778,uritools-4.0.1,1,4.2e-05,0.0005,1
kivy,4.27,0.614348902,90,6592,kivy-2.1.0,14,0.000216,0.0047,32
py-dmidecode,4.27,0.691359394,70,2453,py-dmidecode-0.1.0,1,4.1e-05,0.00046,1
pot,4.27,0.590622189,78,7109,pot-0.9.0,5,4.1e-05,0.00091,9
tomlkit,4.24,0.675941815,88,2605,tomlkit-0.11.7,13,0.000106,0.00621,1
transformers,4.24,0.51401099,94,1941,transformers-4.28.1,28,0.000119,0.00692,41
opt-einsum,4.24,0.618172373,79,682,opt-einsum-3.3.0,9,0.000112,0.00465,4
apscheduler,4.24,0.723216809,91,1485,apscheduler-3.10.1,16,0.000102,0.00564,7
userpath,4.24,0.671641247,79,4557,userpath-1.8.0,2,3.9e-05,0.0005,2
lru-dict,4.24,0.641359104,77,96,lru-dict-1.1.8,18,0.000101,0.00907,1
pyinstrument,4.24,0.625187097,85,1900,pyinstrument-4.4.0,1,3.8e-05,0.0005,1
wmctrl,4.24,0.725845727,73,9036,wmctrl-0.4,1,4.5e-05,0.00048,1
brotlipy,4.24,0.75907948,63,1846,brotlipy-0.7.0,9,7.1e-05,0.00336,6
python-hosts,4.24,0.782704091,76,3489,python-hosts-1.0.3,1,4.5e-05,0.00046,1
mnemonic,4.24,0.774347233,67,5143,mnemonic-0.19,1,4.2e-05,0.00046,1
tortoise-orm,4.24,0.632966091,93,7953,tortoise-orm-0.19.3,6,3.7e-05,0.00046,7
scrapyd,4.24,0.669644926,82,10404,scrapyd-1.4.1,7,6.5e-05,0.00046,57
glcontext,4.24,0.780989581,70,4982,glcontext-2.3.7,1,7.7e-05,0.00052,1
pyrsistent,4.22,0.717490926,84,114,pyrsistent-0.19.3,10,0.000186,0.00765,1
google-pasta,4.22,0.778063716,82,677,google-pasta-0.2.0,4,5.6e-05,0.00245,2
cssselect,4.22,0.875578066,82,227,cssselect-1.2.0,23,0.000317,0.01125,1
emoji,4.22,0.695140752,88,1053,emoji-2.2.0,6,8.6e-05,0.00285,1
google-cloud-compute,4.22,0.765022492,88,7429,google-cloud-compute-1.11.0,3,3.5e-05,0.0,51
geventhttpclient,4.22,0.671641247,82,1587,geventhttpclient-2.0.9,6,4e-05,0.00096,9
google-cloud-ndb,4.22,0.743451966,90,2873,google-cloud-ndb-2.1.1,7,3.6e-05,0.00048,67
hidapi,4.22,0.850504649,71,5855,hidapi-0.13.1,4,5.8e-05,0.00139,2
dulwich,4.19,0.607677935,100,2626,dulwich-0.21.3,10,0.000153,0.00423,13
debugpy,4.19,0.573260322,97,463,debugpy-1.6.7,3,5.2e-05,0.00193,1
asgiref,4.19,0.718521638,93,320,asgiref-3.6.0,18,0.000991,0.01116,1
opencv-python,4.19,0.562816875,88,599,opencv-python-4.7.0.72,72,0.000553,0.03215,3
gcsfs,4.19,0.720843684,91,1557,gcsfs-2023.4.0,10,4.8e-05,0.00139,95
opencv-python-headless,4.19,0.583489252,88,2187,opencv-python-headless-4.7.0.72,8,9.8e-05,0.00331,2
fastparquet,4.19,0.569384573,91,10117,fastparquet-2023.2.0,7,4.1e-05,0.00091,60
pymupdf,4.19,0.676604336,88,6996,pymupdf-1.22.0,2,6.7e-05,0.00091,1
opencv-contrib-python,4.19,0.574190173,85,1494,opencv-contrib-python-4.7.0.72,10,9e-05,0.00388,3
thefuzz,4.19,0.710795892,85,6588,thefuzz-0.19.0,1,4e-05,0.00046,1
webargs,4.19,0.640026444,94,1445,webargs-8.2.0,4,4.1e-05,0.00091,7
influxdb-client,4.19,0.613013027,82,7658,influxdb-client-1.36.1,6,3.8e-05,0.00046,19
opencv-contrib-python-headless,4.19,0.580549188,82,3427,opencv-contrib-python-headless-4.7.0.72,2,4.6e-05,0.00048,2
rotary-embedding-torch,4.19,0.831542925,74,2862,rotary-embedding-torch-0.2.1,4,5.5e-05,0.00091,65
libhoney,4.19,0.75014457,63,2139,libhoney-2.3.0,4,7.7e-05,0.00096,29
aws-lambda-typing,4.19,0.634773335,81,11671,aws-lambda-typing-2.17.0,1,3.9e-05,0.00046,1
tqdm,4.16,0.619815336,96,5,tqdm-4.65.0,393,0.002428,0.187177,1
decorator,4.16,0.7537292,78,165,decorator-5.1.1,62,0.000888,0.03326,1
mistune,4.16,0.743160829,88,487,mistune-2.0.5,10,8.7e-05,0.00523,1
stack-data,4.16,0.713045655,79,477,stack-data-0.6.2,7,8e-05,0.0035,5
pika,4.16,0.538071056,96,1222,pika-1.3.1,8,0.00016,0.00368,1
gradio,4.16,0.54505163,97,6442,gradio-3.27.0,27,6.5e-05,0.00046,147
google-cloud-kms,4.16,0.745625903,88,5526,google-cloud-kms-2.16.1,4,3.5e-05,0.0,52
gradio-client,4.16,0.671641247,91,6444,gradio-client-0.1.3,8,3.7e-05,0.00048,65
django-filter,4.16,0.670713345,91,1598,django-filter-23.1,5,6.8e-05,0.00183,5
flask-migrate,4.16,0.725324124,88,7318,flask-migrate-4.0.4,10,4.2e-05,0.00233,29
arpeggio,4.16,0.76073483,80,939,arpeggio-2.0.0,2,8.2e-05,0.00096,1
aiorwlock,4.16,0.774172918,67,8674,aiorwlock-1.3.0,1,4e-05,0.00046,1
distrax,4.16,0.768272104,81,6622,distrax-0.1.3,9,5.4e-05,0.00146,24
graphene-django,4.16,0.676930227,93,1193,graphene-django-2.15.0,15,0.000108,0.00322,16
sqlite-utils,4.16,0.672416575,85,3189,sqlite-utils-1.12.1,4,6.5e-05,0.00046,4
dataset,4.16,0.724958615,80,11584,dataset-1.6.0,5,4.7e-05,0.00091,12
traits,4.16,0.63681676,81,7611,traits-6.4.1,12,0.000226,0.00591,1
markdown-it-py,4.14,0.636462198,95,167,markdown-it-py-2.2.0,16,0.000555,0.00806,5
pyelftools,4.14,0.721939503,67,2930,pyelftools-0.29,5,8.8e-05,0.00238,1
flower,4.14,0.543484244,82,8603,flower-0.9.3,5,3.7e-05,0.00046,9
xarray-einstats,4.14,0.738646245,77,7202,xarray-einstats-0.5.1,8,4.1e-05,0.00098,107
django-celery-results,4.14,0.59225019,85,9255,django-celery-results-1.0.4,2,3.8e-05,0.00046,7
sparse,4.14,0.667185797,83,263,sparse-0.14.0,6,4.3e-05,0.00144,12
getmac,4.14,0.671641247,76,60,getmac-0.9.3,2,6.5e-05,0.00091,1
smmap,4.11,0.699797355,85,1371,smmap-5.0.0,4,0.001228,0.00224,1
cython,4.11,0.403906819,96,820,cython-0.29.34,58,0.000538,0.02747,1
executing,4.11,0.646274343,82,56,executing-1.2.0,7,0.000175,0.00348,1
webcolors,4.11,0.729905337,79,121,webcolors-1.13,5,0.000143,0.00487,1
imbalanced-learn,4.11,0.582927621,85,2387,imbalanced-learn-0.10.1,8,4.4e-05,0.00137,14
apispec,4.11,0.71020202,89,2005,apispec-6.3.0,2,3.8e-05,0.00046,2
resolvelib,4.11,0.762762755,83,1352,resolvelib-0.8.1,1,4.7e-05,0.00048,1
injector,4.11,0.755092915,88,3297,injector-0.20.1,2,6.8e-05,0.00105,1
discord-py,4.11,0.497976846,91,5966,discord-py-2.2.2,5,0.00014,0.00187,26
stone,4.11,0.660629153,65,4700,stone-3.3.1,3,5.4e-05,0.0005,3
discord,4.11,0.518287016,91,10574,discord-2.2.2,2,3.9e-05,0.00046,27
asyncstdlib,4.11,0.663298525,75,11482,asyncstdlib-3.10.6,1,4.2e-05,0.00046,1
bleak,4.11,0.72367936,88,3347,bleak-0.20.1,8,0.000109,0.00281,3
pyecharts,4.11,0.74429607,85,5867,pyecharts-2.0.3,4,4.5e-05,0.00046,9
python-binance,4.11,0.560074237,85,6071,python-binance-1.0.17,8,3.7e-05,0.00046,58
httptools,4.08,0.765845585,91,341,httptools-0.1.2,1,4e-05,0.0005,1
nbclient,4.08,0.61126791,92,488,nbclient-0.7.3,6,4.5e-05,0.00129,28
pyhcl,4.08,0.652067026,85,7622,pyhcl-0.4.4,1,6.2e-05,0.0005,1
fiona,4.08,0.785023155,93,1546,fiona-1.9.3,15,8.7e-05,0.00375,10
gensim,4.08,0.671641247,94,2119,gensim-4.3.1,13,6.3e-05,0.00414,93
python-socketio,4.08,0.721468629,88,3910,python-socketio-5.8.0,8,7.3e-05,0.00192,31
mkdocs-material-extensions,4.08,0.699629291,76,6610,mkdocs-material-extensions-1.1.1,5,7.8e-05,0.00233,1
importlab,4.08,0.783656528,68,12707,importlab-0.8,2,3.8e-05,0.00048,2
httpie,4.08,0.690928893,80,636,httpie-3.2.1,55,0.000955,0.02103,47
django-object-actions,4.08,0.620393723,82,9531,django-object-actions-4.1.0,1,3.7e-05,0.00048,1
aioquic,4.08,0.607737089,80,9983,aioquic-0.9.20,5,4.1e-05,0.00046,10
hsluv,4.08,0.671641247,79,1139,hsluv-5.0.3,2,5.3e-05,0.00105,1
corner,4.08,0.885047731,77,3554,corner-2.2.2,4,4.3e-05,0.00144,29
parso,4.05,0.878820797,80,479,parso-0.8.3,4,0.000173,0.00211,1
requests-mock,4.05,0.742750299,77,8466,requests-mock-1.10.0,4,6.4e-05,0.00094,29
cytoolz,4.05,0.895231857,83,104,cytoolz-0.12.1,14,0.000262,0.00722,2
packageurl-python,4.05,0.64237809,83,4214,packageurl-python-0.11.1,2,4.2e-05,0.00091,1
glom,4.05,0.767553483,78,2554,glom-22.1.0,5,3.7e-05,0.00094,5
napari,4.05,0.668339092,81,6263,napari-0.4.14,30,3.8e-05,0.00046,203
jmespath,4.03,0.751241116,82,568,jmespath-1.0.1,33,0.000783,0.01959,1
googleapis-common-protos,4.03,0.763115661,91,538,googleapis-common-protos-1.59.0,59,0.00078,0.0303,10
tenacity,4.03,0.650759763,91,550,tenacity-8.2.2,19,0.000211,0.00998,1
typing-inspect,4.03,0.692557797,83,1870,typing-inspect-0.8.0,16,0.000245,0.00696,4
slack-sdk,4.03,0.600411706,97,7065,slack-sdk-3.21.1,1,3.9e-05,0.00048,1
slackclient,4.03,0.600329624,90,2087,slackclient-2.9.4,5,7.1e-05,0.00185,26
partd,4.03,0.759813236,91,577,partd-1.4.0,5,5.2e-05,0.00211,3
dateparser,4.03,0.706639878,89,1425,dateparser-1.1.8,19,0.000141,0.00708,9
click-option-group,4.03,0.786570262,76,2551,click-option-group-0.5.5,4,4e-05,0.00139,2
soundfile,4.03,0.6792456,77,2621,soundfile-0.12.1,9,6.8e-05,0.00377,4
autograd,4.03,0.597618855,80,3213,autograd-1.5,11,7.9e-05,0.00329,5
sql-metadata,4.03,0.697039057,85,10478,sql-metadata-2.7.0,2,3.9e-05,0.00046,2
pandera,4.03,0.714701295,88,6256,pandera-0.11.0,10,4.4e-05,0.00091,29
flask-talisman,4.03,0.75829117,83,7389,flask-talisman-1.0.0,2,3.6e-05,0.00094,1
panel,4.03,0.53463589,97,6241,panel-0.14.4,17,6.5e-05,0.00283,52
hdbscan,4.03,0.723331353,91,2504,hdbscan-0.8.29,7,4.5e-05,0.00091,15
pip-licenses,4.03,0.622730875,85,9247,pip-licenses-3.5.5,2,4.5e-05,0.00046,2
mkdocs-autorefs,4.03,0.684212959,83,10342,mkdocs-autorefs-0.4.1,3,4.1e-05,0.00048,18
holoviews,4.03,0.663949667,88,6239,holoviews-1.15.4,11,5.4e-05,0.00183,63
zope-sqlalchemy,4.03,0.677676974,81,2966,zope-sqlalchemy-2.0,5,3.7e-05,0.00046,6
watchdog,4.0,0.594156137,93,2009,watchdog-3.0.0,39,0.000491,0.0185,1
terminado,4.0,0.670111047,82,497,terminado-0.17.1,10,9.6e-05,0.00408,4
pyspnego,4.0,0.662242514,80,11632,pyspnego-0.8.0,3,6.4e-05,0.00094,5
google-cloud-translate,4.0,0.726369484,90,7308,google-cloud-translate-3.11.1,5,4.2e-05,0.00046,61
zopfli,4.0,0.703968313,76,3026,zopfli-0.2.2,1,0.000148,0.00135,1
tweepy,4.0,0.58138464,85,2877,tweepy-4.13.0,9,8.3e-05,0.00277,38
y-py,4.0,0.708342595,82,2260,y-py-0.5.9,2,9.1e-05,0.00099,1
google-cloud-dataflow-client,4.0,0.793617954,82,12201,google-cloud-dataflow-client-0.8.3,3,3.5e-05,0.0,51
testtools,4.0,0.758420375,74,3467,testtools-2.6.0,5,6.7e-05,0.00142,3
ruptures,4.0,0.749144012,79,9674,ruptures-1.1.7,3,3.9e-05,0.00046,9
textstat,4.0,0.672710136,64,2725,textstat-0.5.6,3,3.9e-05,0.00046,3
pyotp,3.97,0.746889899,88,1565,pyotp-2.8.0,3,5.9e-05,0.00137,1
pytest-html,3.97,0.738219697,91,4027,pytest-html-1.21.1,3,3.8e-05,0.00046,23
pyinstaller,3.97,0.477930654,94,2762,pyinstaller-5.8.0,4,4e-05,0.00048,4
cheroot,3.97,0.579207194,89,3085,cheroot-9.0.0,4,4.5e-05,0.00055,4
papermill,3.97,0.709416663,70,5084,papermill-2.4.0,10,4.5e-05,0.00046,62
license-expression,3.97,0.624747677,80,10099,license-expression-30.1.0,2,3.8e-05,0.00046,2
flask-restx,3.97,0.572720062,83,3812,flask-restx-0.5.1,7,4.2e-05,0.00046,31
nbval,3.97,0.63258141,65,499,nbval-0.10.0,6,4.1e-05,0.00076,64
confluent-kafka,3.95,0.708883857,85,1048,confluent-kafka-2.1.0,2,4.6e-05,0.00094,1
jsondiff,3.95,0.797230422,81,8764,jsondiff-2.0.0,1,3.8e-05,0.00046,1
watchfiles,3.95,0.673934357,88,734,watchfiles-0.19.0,5,6.5e-05,0.0024,4
cairosvg,3.95,0.606977414,82,4924,cairosvg-2.7.0,7,4.7e-05,0.00091,10
blessed,3.95,0.755107973,88,1740,blessed-1.20.0,14,0.000218,0.00591,3
pydash,3.95,0.749393386,88,6839,pydash-5.1.2,2,4.4e-05,0.00091,1
hydra-core,3.95,0.703524982,89,348,hydra-core-1.3.2,18,0.000249,0.00686,5
pytesseract,3.95,0.881957255,60,2149,pytesseract-0.3.10,4,4e-05,0.00091,3
weasyprint,3.95,0.61670457,85,3544,weasyprint-58.1,10,4.7e-05,0.00091,20
watchgod,3.95,0.674798123,67,343,watchgod-0.8.2,5,5.3e-05,0.00196,4
prefect,3.95,0.680404503,94,7599,prefect-2.82,39,4.5e-05,0.00091,172
daphne,3.95,0.72670548,77,1194,daphne-2.5.0,4,4.8e-05,0.00048,26
transaction,3.95,0.677167922,68,1757,transaction-3.1.0,24,0.000171,0.01151,3
pyftpdlib,3.95,0.756588673,82,6674,pyftpdlib-1.5.7,1,4.1e-05,0.00046,1
dask-ml,3.95,0.581198768,77,9032,dask-ml-2023.3.24,11,3.7e-05,0.00046,110
pycapnp,3.95,0.735624473,74,3933,pycapnp-1.3.0,1,4.5e-05,0.00046,1
mistletoe,3.95,0.618194867,88,11131,mistletoe-1.0.1,1,4.2e-05,0.0005,1
hydra-colorlog,3.95,0.721440798,77,9808,hydra-colorlog-1.2.0,2,3.5e-05,0.0,7
cfgrib,3.95,0.624604368,75,10914,cfgrib-0.9.10.3,8,4.7e-05,0.00137,10
honeybadger,3.95,0.759467357,74,8698,honeybadger-0.1.2,3,4.2e-05,0.00046,3
isodate,3.92,0.626133602,76,740,isodate-0.6.1,27,0.000384,0.01321,2
aioconsole,3.92,0.756877841,82,4511,aioconsole-0.6.1,1,4.5e-05,0.00048,1
sphinx,3.92,0.46890645,97,1224,sphinx-6.1.3,54,0.000529,0.01758,47
flask-cors,3.92,0.745635561,91,211,flask-cors-3.0.10,21,0.000114,0.00788,22
pdfminer-six,3.92,0.71203612,89,3988,pdfminer-six-20221105,6,6.6e-05,0.00183,6
feedparser,3.92,0.589641365,78,2490,feedparser-6.0.10,22,0.000287,0.00975,2
wcmatch,3.92,0.744201537,79,2563,wcmatch-8.4.1,4,6.5e-05,0.00142,2
faiss-cpu,3.92,0.688459329,76,10560,faiss-cpu-1.7.3,1,4.1e-05,0.00046,1
pyzstd,3.92,0.801745387,67,1183,pyzstd-0.15.6,2,4.2e-05,0.00096,1
category-encoders,3.92,0.742079426,88,5038,category-encoders-2.2.2,7,3.8e-05,0.00046,31
google-cloud-os-login,3.92,0.761129846,88,5367,google-cloud-os-login-2.9.1,3,3.5e-05,0.0,51
av,3.92,0.811996357,78,2617,av-10.0.0,2,4.9e-05,0.00091,1
yamale,3.92,0.674483868,64,5331,yamale-4.0.4,3,4.6e-05,0.00094,2
sanic-routing,3.92,0.789985004,74,6221,sanic-routing-22.8.0,1,3.9e-05,0.0005,1
editdistance,3.92,0.56991935,72,6056,editdistance-0.6.2,1,3.6e-05,0.00046,1
pastedeploy,3.92,0.892780663,79,2976,pastedeploy-3.0.1,4,6.3e-05,0.00193,1
json-tricks,3.92,0.786223059,78,353,json-tricks-3.16.1,5,6.5e-05,0.00233,1
graphene-sqlalchemy,3.92,0.733049001,67,3685,graphene-sqlalchemy-2.3.0,7,6.5e-05,0.00091,11
django-classy-tags,3.92,0.888525473,81,3584,django-classy-tags-4.0.0,3,6.1e-05,0.00094,5
pyftdi,3.92,0.609532024,77,4748,pyftdi-0.54.0,5,0.000184,0.00195,3
python-statemachine,3.92,0.773956162,85,7150,python-statemachine-0.8.0,1,3.8e-05,0.00048,1
copulas,3.92,0.760915003,84,1963,copulas-0.8.0,6,4.2e-05,0.00094,36
google-cloud-appengine-admin,3.92,0.779933551,78,6401,google-cloud-appengine-admin-1.9.2,3,3.5e-05,0.0,51
statsd,3.89,0.67315142,82,2140,statsd-3.3.0,1,6.8e-05,0.0005,1
xarray,3.89,0.550252534,92,1545,xarray-2023.4.0,48,0.000227,0.01892,101
robotframework,3.89,0.655660684,94,4872,robotframework-6.0.2,8,0.000132,0.00377,1
junitparser,3.89,0.753439284,79,12193,junitparser-2.8.0,2,3.9e-05,0.00046,2
eventlet,3.89,0.573234228,83,4675,eventlet-0.33.3,10,7.4e-05,0.00329,4
soxr,3.89,0.74856956,73,2622,soxr-0.3.5,2,3.8e-05,0.00052,2
xattr,3.89,0.645731682,71,2766,xattr-0.9.7,2,4e-05,0.0005,4
roman,3.89,0.647170274,71,3043,roman-4.0,2,7.3e-05,0.001,1
pylink-square,3.89,0.671641247,79,4835,pylink-square-0.12.0,4,3.9e-05,0.00048,4
pyfaidx,3.89,0.728663293,75,3882,pyfaidx-0.7.2.1,6,4.9e-05,0.00194,3
distro,3.86,0.745637403,85,1353,distro-1.8.0,13,0.000159,0.00612,1
linkify-it-py,3.86,0.694979533,74,170,linkify-it-py-2.0.0,3,0.000193,0.00127,2
pydocstyle,3.86,0.580514475,85,12113,pydocstyle-6.3.0,2,5e-05,0.00048,2
xmlschema,3.86,0.678627287,82,8383,xmlschema-2.2.3,2,3.9e-05,0.00048,2
myst-parser,3.86,0.62340914,88,4559,myst-parser-1.0.0,7,5e-05,0.00046,54
asyncssh,3.86,0.752706127,86,10277,asyncssh-2.13.1,5,7e-05,0.00137,6
allure-python-commons,3.86,0.736197466,88,1802,allure-python-commons-2.7.0,4,4.6e-05,0.00048,4
allure-pytest,3.86,0.736197466,88,1794,allure-pytest-2.7.0,4,4e-05,0.00048,15
portend,3.86,0.780689083,73,3087,portend-3.1.0,2,4.5e-05,0.00055,5
cherrypy,3.86,0.560349408,68,3083,cherrypy-18.8.0,9,5.8e-05,0.00187,25
autocommand,3.86,0.666641701,63,3090,autocommand-2.2.2,2,6.6e-05,0.001,1
reactivex,3.86,0.718865564,68,7659,reactivex-4.0.4,3,5.1e-05,0.00094,2
mkdocstrings,3.86,0.609493183,94,10339,mkdocstrings-0.19.1,7,4.3e-05,0.00048,21
transitions,3.86,0.646918677,72,3194,transitions-0.9.0,6,7.1e-05,0.00231,2
pyupgrade,3.86,0.597996342,85,12237,pyupgrade-3.3.1,2,3.8e-05,0.00046,2
rarfile,3.86,0.77030498,82,8626,rarfile-4.0,1,3.8e-05,0.00046,1
django-reversion,3.86,0.552584507,85,10642,django-reversion-5.0.4,2,4.3e-05,0.00048,5
ipyevents,3.86,0.77305628,75,5006,ipyevents-2.0.1,3,3.9e-05,0.00096,40
python-logstash-async,3.86,0.75833664,78,5399,python-logstash-async-1.4.1,3,5e-05,0.00046,9
cowsay,3.86,0.778634372,81,9415,cowsay-4.0,1,3.7e-05,0.00046,1
asciimatics,3.86,0.745547218,62,7371,asciimatics-1.11.0,5,6.5e-05,0.00046,5
splinter,3.86,0.61369574,80,5594,splinter-0.19.0,2,4.1e-05,0.00046,13
icontract,3.86,0.788351543,79,2248,icontract-2.6.2,8,0.000112,0.00277,4
prometheus-client,3.84,0.701921834,100,370,prometheus-client-0.16.0,22,0.000227,0.01122,1
deepdiff,3.84,0.593962533,88,1509,deepdiff-6.3.0,12,8.1e-05,0.00543,2
pipenv,3.84,0.610534931,100,10138,pipenv-2023.3.20,5,3.7e-05,0.00046,10
parse,3.84,0.768623697,91,1041,parse-1.19.0,8,0.000131,0.00399,1
google-cloud-monitoring,3.84,0.743248382,88,3581,google-cloud-monitoring-1.1.2,3,5.5e-05,0.00057,50
google-cloud-tasks,3.84,0.752954473,61,1024,google-cloud-tasks-2.13.1,5,4.7e-05,0.00048,52
dash,3.84,0.694257887,88,691,dash-2.9.3,26,0.000163,0.00464,77
pycares,3.84,0.707018823,74,872,pycares-4.3.0,3,0.000254,0.00135,4
prophet,3.84,0.69191618,88,3339,prophet-1.1.2,13,4.2e-05,0.00091,44
bitstring,3.84,0.652412179,82,2204,bitstring-4.0.2,7,9.3e-05,0.00324,1
plumbum,3.84,0.714004146,88,2934,plumbum-1.8.1,7,0.000165,0.00333,1
google-cloud-automl,3.84,0.740726671,87,1149,google-cloud-automl-2.11.1,3,3.5e-05,0.0,51
requests-futures,3.84,0.760688079,82,777,requests-futures-1.0.0,12,0.000134,0.00505,28
flask-compress,3.84,0.760828192,83,5068,flask-compress-1.13,6,5.6e-05,0.00183,12
pyphen,3.84,0.671874058,74,2722,pyphen-0.9.5,3,7e-05,0.00139,1
utm,3.84,0.691226909,61,2319,utm-0.7.0,4,5e-05,0.00183,1
bravado-core,3.84,0.60017525,80,10929,bravado-core-5.17.1,11,3.9e-05,0.00048,54
google-cloud-filestore,3.84,0.804444361,78,7876,google-cloud-filestore-1.6.0,4,3.5e-05,0.0,52
httpstan,3.84,0.648111404,76,1443,httpstan-4.9.1,6,3.5e-05,0.0,36
catkin-pkg,3.84,0.671641247,73,13457,catkin-pkg-0.5.2,5,4.6e-05,0.00048,7
paramiko-expect,3.84,0.780593218,66,6260,paramiko-expect-0.3.5,2,4.5e-05,0.00046,9
google-cloud-org-policy,3.84,0.779939298,78,4792,google-cloud-org-policy-1.8.1,4,3.9e-05,0.00046,51
scooby,3.84,0.814065493,73,3376,scooby-0.7.1,3,4.9e-05,0.00146,1
py-moneyed,3.84,0.743341486,74,12058,py-moneyed-2.0,3,4.6e-05,0.00048,3
pygeos,3.84,0.762584626,62,4681,pygeos-0.14,2,4e-05,0.00046,2
pybreaker,3.84,0.765014587,74,8416,pybreaker-1.0.1,1,3.8e-05,0.00046,1
tatsu,3.84,0.678310816,65,2470,tatsu-5.8.3,3,5.5e-05,0.00142,1
curtsies,3.84,0.74347307,81,10108,curtsies-0.3.10,4,7.2e-05,0.00094,4
pylast,3.84,0.604599035,76,10419,pylast-5.1.0,2,5e-05,0.00046,13
hdrhistogram,3.84,0.780564738,78,11451,hdrhistogram-0.10.2,1,3.5e-05,0.0,2
sqlalchemy-utils,3.81,0.628247334,92,1679,sqlalchemy-utils-0.41.0,6,6.4e-05,0.00205,4
zope-deprecation,3.81,0.683365129,82,2241,zope-deprecation-5.0,6,7.8e-05,0.00289,2
pysimdjson,3.81,0.771099478,69,7239,pysimdjson-5.0.2,1,3.6e-05,0.00048,1
swagger-spec-validator,3.81,0.685415957,68,10930,swagger-spec-validator-3.0.3,7,4.5e-05,0.00148,23
wrapt,3.78,0.644424397,85,686,wrapt-1.14.1,6,7.8e-05,0.00403,1
nest-asyncio,3.78,0.779310887,88,468,nest-asyncio-1.5.6,23,0.000147,0.01202,1
pyflakes,3.78,0.716596895,91,2569,pyflakes-3.0.1,4,7.8e-05,0.00203,1
overrides,3.78,0.765550305,85,4515,overrides-7.3.1,1,3.6e-05,0.00046,1
